SMILES,Source,PBT_label
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,https://echa.europa.eu/information-on-chemicals/registered-substances,0
Cl.NC(N)=NCCC[C@H](N)C(=O)O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=C(O)[C@H](O)[C@@H](O)C(=O)O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=C(O)[C@@H](O)[C@H](O)C(=O)O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1=CCC(/C=C/C(C)(C)C(C)O)C1(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(C)=CCC[C@H](C)CCO,https://echa.europa.eu/information-on-chemicals/registered-substances,0
C=C1CC[C@H]2C[C@@H]1C2(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-].[K+].[K+].[K+].[K+],https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(C)c1ccccc1-c1ccccc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=C1CCCCCCC/C=C/CCCCCCO1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
FC(F)(F)/C=C/Cl,https://echa.europa.eu/information-on-chemicals/registered-substances,0
Nc1ccc(CCNCC(O)c2ccccc2)cc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(=O)O[C@H]1C(C)(C)[C@H]2CC[C@]1(C)C2,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1=CC[C@@H]2C[C@H]1C2(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1=CCC2[C@H](C1)C2(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1=CC[C@@H]2[C@H](C1)C2(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1=CC[C@H]2[C@@H](C1)C2(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,https://echa.europa.eu/information-on-chemicals/registered-substances,0
Cc1c(F)c(F)c(CO)c(F)c1F,https://echa.europa.eu/information-on-chemicals/registered-substances,0
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=C=NCCCCCCn1c(=O)n(CCCCCCN=C=O)c(=O)n(CCCCCCN=C=O)c1=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCCCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CS(=O)(=O)O.[OH-],https://echa.europa.eu/information-on-chemicals/registered-substances,0
NCCO.O=C(O)CS,https://echa.europa.eu/information-on-chemicals/registered-substances,0
NCCO.O=[N+]([O-])O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(O)C[N+](C)(C)C.O=C[O-],https://echa.europa.eu/information-on-chemicals/registered-substances,0
COCCc1ccccc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
COCC(C)OCC(C)O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
[2H]C(Cl)(Cl)Cl,https://echa.europa.eu/information-on-chemicals/registered-substances,0
NC(=O)[C@H](N)c1ccccc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
C[C@H](O)[C@@H](C)O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1(C)C2=CCCC(C)(C)C23CC[C@H]1C3,https://echa.europa.eu/information-on-chemicals/registered-substances,0
COC(=O)N[C@H](C(=O)O)C(C)(C)C,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(=O)OCC(C)(C)COC(C)=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
NC(=O)Nc1cccc(N)c1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
COc1ccc([NH2+]CCO)cc1[NH3+].O=S(=O)([O-])[O-],https://echa.europa.eu/information-on-chemicals/registered-substances,0
C[N+](C)(C)CC(O)CCl.[Cl-],https://echa.europa.eu/information-on-chemicals/registered-substances,0
ClCC=Cc1ccccc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
ClC/C=C/c1ccccc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCO[Si](C)(CCCCl)OCC,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CO[Si](C)(C)CCCCl,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCO[Si](CCCCl)(OCC)OCC,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=CC1=C(Cl)/C(=C/O)CCC1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCCCCC/C=C/C(C)=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC(C)=CCC[C@@H](C)CC#N,https://echa.europa.eu/information-on-chemicals/registered-substances,0
O[C@H]1CO[C@H]2OCC[C@@H]12,https://echa.europa.eu/information-on-chemicals/registered-substances,0
C[C@H]1OC(=O)[C@@H](C)OC1=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
C[C@@H]1OC(=O)[C@H](C)OC1=O,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N.Cl,https://echa.europa.eu/information-on-chemicals/registered-substances,0
CCCCCCCCCc1ccc(OCC(=O)O)cc1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
C=CC(=O)OCC1(CC)COCOC1,https://echa.europa.eu/information-on-chemicals/registered-substances,0
